Edad,Genero_Cod,Numero_Inasistencias,Animacion_Lectura_Cod,Anio_Escolar_Cod,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral_Cod,Orientacion_Vocacional_Cod,Participacion_Extracurriculares,Promedio_Anual,Promedio_5CAT
16,0,8,5,4,48.0,0,6,3,4,6.39,B
17,1,19,7,3,0.0,2,7,7,2,1.19,E
15,0,6,8,0,68.0,0,3,8,3,5.41,C
16,0,8,8,4,2.0,0,8,6,4,6.89,B
17,1,10,9,4,5.0,1,6,7,3,7.11,B
15,1,20,7,1,3.0,2,5,7,1,1.14,E
14,1,5,9,0,0.0,0,7,9,2,7.26,B
14,1,8,8,2,90.0,0,8,6,1,6.85,B
13,1,6,6,1,94.0,0,6,6,2,6.04,B
13,1,6,4,0,0.0,1,5,6,0,5.68,C
12,1,5,5,0,91.0,1,6,6,1,5.6,C
13,0,4,8,0,0.0,0,9,5,3,6.51,B
17,0,15,9,2,100.0,2,5,9,3,1.88,E
14,0,6,9,1,82.0,1,6,5,4,6.94,B
16,1,6,5,2,95.0,0,10,6,3,7.59,B
13,0,5,8,0,4.0,1,3,1,4,5.12,C
17,1,8,9,4,5.0,0,6,9,4,6.16,B
14,0,5,4,1,0.0,0,5,10,1,7.24,B
17,1,9,9,4,0.0,0,9,7,4,7.96,B
14,0,6,5,1,4.0,1,6,8,1,5.75,C
17,0,10,6,3,5.0,1,7,8,3,5.1,C
14,1,3,10,0,53.0,1,3,6,3,7.03,B
15,1,8,8,2,86.0,0,7,7,0,7.03,B
18,1,5,3,4,0.0,1,5,4,1,3.8,D
17,0,8,8,4,0.0,2,8,8,3,6.09,B
17,1,7,2,3,1.0,0,2,6,1,5.5,C
12,1,5,5,0,0.0,0,7,5,0,4.84,C
17,1,8,7,3,3.0,2,8,7,3,6.81,B
17,1,8,8,4,0.0,0,9,6,1,7.28,B
15,1,8,6,3,1.0,1,8,7,3,7.45,B
18,1,7,9,3,4.0,0,5,2,3,6.47,B
16,1,7,8,3,1.0,0,5,5,2,7.37,B
16,1,8,6,4,84.0,0,8,8,4,8.64,A
17,1,7,3,2,3.0,1,3,7,2,5.47,C
17,1,9,10,3,5.0,0,4,7,4,6.45,B
18,0,9,7,5,53.0,0,8,6,3,5.85,C
14,0,5,6,1,70.0,2,8,7,2,5.28,C
19,0,10,9,5,1.0,0,10,6,2,9.15,A
13,1,6,8,0,79.0,1,5,6,0,5.79,C
14,0,5,6,2,76.0,0,4,6,2,4.9,C
14,1,4,6,1,3.0,1,7,2,3,4.75,C
14,1,4,4,1,62.0,0,10,9,1,7.11,B
12,1,6,7,0,2.0,0,7,7,1,5.63,C
16,0,9,6,1,68.0,1,6,4,4,3.4,D
15,0,7,9,2,87.0,0,6,7,4,6.21,B
13,1,0,4,1,56.0,1,7,5,0,4.35,C
13,1,5,5,0,2.0,0,6,7,1,7.43,B
15,1,6,10,2,2.0,0,7,7,1,6.75,B
17,1,8,6,4,0.0,0,5,6,1,6.49,B
14,1,5,7,1,5.0,1,7,5,0,5.9,C
17,0,8,6,3,90.0,1,6,5,5,6.6,B
15,1,6,7,2,2.0,0,1,8,0,6.23,B
15,1,6,9,2,0.0,1,4,3,3,6.07,B
14,0,9,9,2,97.0,2,3,5,2,5.48,C
14,1,4,8,0,0.0,2,8,8,2,5.82,C
13,1,4,2,0,56.0,0,5,4,3,6.14,B
15,1,9,6,3,1.0,1,6,6,2,5.51,C
16,1,6,8,1,4.0,0,6,8,1,6.28,B
18,1,9,7,5,0.0,0,7,7,4,6.36,B
16,1,5,5,1,67.0,1,5,8,3,6.62,B
16,0,19,7,2,58.0,2,5,6,4,2.39,D
14,0,5,4,1,3.0,0,7,1,4,4.92,C
15,0,4,7,0,1.0,0,7,4,4,6.3,B
13,1,4,3,0,0.0,0,5,5,0,4.13,C
19,1,10,7,5,2.0,0,9,10,4,7.28,B
13,1,5,10,0,49.0,0,6,9,0,6.12,B
17,1,9,9,5,0.0,0,7,5,3,7.47,B
14,1,4,7,0,5.0,0,1,5,3,5.04,C
19,1,9,8,4,0.0,0,9,5,2,5.36,C
16,1,19,4,2,3.0,2,1,7,2,1.6,E
15,0,8,1,2,54.0,0,8,8,3,6.06,B
14,1,4,6,1,5.0,1,10,6,1,6.37,B
14,1,5,4,1,4.0,1,5,6,0,6.43,B
15,1,5,9,1,1.0,0,8,6,2,6.33,B
18,1,8,9,5,4.0,0,9,7,1,7.65,B
15,1,5,6,1,3.0,0,3,6,3,6.72,B
13,0,5,4,0,81.0,2,2,2,2,3.85,D
13,1,11,3,0,77.0,2,4,6,3,2.34,D
15,1,6,8,1,4.0,1,7,1,0,6.61,B
15,0,7,2,2,5.0,0,5,5,3,5.58,C
14,1,7,7,1,0.0,1,6,9,3,3.58,D
14,0,4,6,1,63.0,0,7,9,3,7.74,B
15,1,5,5,0,82.0,1,5,10,2,6.39,B
13,1,4,7,0,64.0,1,6,8,1,5.61,C
14,1,4,3,0,2.0,1,6,7,0,6.08,B
14,1,5,4,1,0.0,1,8,4,1,5.6,C
14,0,15,8,0,5.0,2,4,3,1,2.11,D
17,1,8,4,4,5.0,0,5,10,1,8.27,A
14,1,7,4,1,73.0,0,5,9,1,6.85,B
14,0,6,6,1,89.0,1,6,9,1,6.34,B
15,1,9,4,3,0.0,1,8,8,3,7.72,B
16,0,19,7,3,0.0,2,6,5,4,1.71,E
14,1,5,5,0,2.0,0,7,7,2,6.21,B
19,0,9,1,5,0.0,0,10,5,4,6.44,B
13,1,5,8,0,3.0,2,4,10,1,5.02,C
16,0,7,5,2,3.0,1,7,9,4,6.56,B
15,1,5,4,0,0.0,2,7,5,3,4.86,C
12,1,3,8,0,67.0,2,5,8,1,5.98,C
16,0,10,6,3,66.0,0,5,6,5,6.39,B
17,1,8,7,2,0.0,0,1,7,0,5.62,C
14,1,4,8,0,63.0,1,7,8,1,6.03,B
13,0,6,6,0,90.0,2,9,6,2,7.32,B
15,1,4,7,1,0.0,1,8,9,2,3.18,D
14,1,5,6,1,95.0,0,7,7,0,6.56,B
14,1,3,7,0,5.0,0,8,8,1,7.29,B
14,1,5,5,0,2.0,1,6,5,0,4.39,C
17,1,8,9,3,64.0,0,4,9,2,7.37,B
17,1,10,4,5,0.0,1,4,5,2,6.61,B
12,1,4,6,0,95.0,1,6,8,3,6.41,B
17,1,7,6,2,71.0,0,7,1,1,4.2,C
14,1,5,9,1,5.0,0,5,7,1,6.53,B
12,1,6,6,0,47.0,1,2,7,2,5.82,C
13,1,5,6,1,4.0,0,10,7,2,7.27,B
13,0,6,5,0,53.0,2,7,8,3,4.94,C
14,0,5,1,0,78.0,0,9,5,1,7.04,B
16,1,6,7,2,55.0,0,7,6,1,5.79,C
14,1,5,9,0,0.0,0,8,6,2,6.48,B
14,0,7,1,0,0.0,0,5,6,2,5.52,C
16,1,7,8,3,0.0,0,4,7,3,9.04,A
18,1,9,8,5,4.0,2,5,9,4,5.85,C
14,1,5,9,1,0.0,0,5,2,2,4.7,C
13,0,5,5,0,0.0,0,4,6,3,7.22,B
12,1,3,7,0,2.0,1,8,9,3,7.1,B
16,1,17,2,1,100.0,2,5,7,2,1.68,E
13,1,4,7,0,0.0,1,8,9,3,6.01,B
17,1,6,7,3,74.0,1,7,8,4,7.29,B
16,1,6,8,2,69.0,2,5,2,0,5.1,C
14,0,7,8,1,0.0,0,8,7,2,7.2,B
15,0,8,7,2,5.0,1,5,8,4,6.54,B
17,1,7,7,3,0.0,1,8,5,4,6.85,B
14,1,1,5,0,63.0,1,3,5,2,4.1,C
15,0,7,3,1,0.0,0,8,6,4,6.21,B
14,1,5,6,0,0.0,0,4,5,0,4.87,C
13,1,4,9,0,70.0,0,7,8,3,5.95,C
12,1,16,6,0,5.0,2,7,3,0,1.05,E
18,1,9,6,5,4.0,1,5,10,4,6.42,B
13,1,4,5,0,3.0,0,9,5,3,7.16,B
13,1,4,5,0,5.0,0,6,7,1,6.59,B
16,1,6,5,2,97.0,1,7,2,3,4.28,C
14,1,5,9,1,3.0,0,5,8,1,6.69,B
14,1,1,5,1,0.0,1,8,6,3,3.55,D
17,0,10,6,3,68.0,0,5,6,5,6.46,B
16,1,5,10,2,1.0,1,8,7,2,8.56,A
12,0,4,5,0,75.0,0,7,7,1,6.82,B
13,1,4,6,0,93.0,0,7,7,3,7.53,B
13,1,5,9,0,0.0,0,9,4,2,6.47,B
15,1,6,4,1,0.0,1,7,7,3,6.76,B
13,1,4,3,0,4.0,0,3,5,3,4.76,C
14,1,4,1,0,0.0,0,9,7,1,6.17,B
13,1,4,5,0,0.0,0,10,8,3,7.38,B
13,1,5,6,0,83.0,1,6,8,1,6.87,B
14,1,5,9,0,5.0,0,5,5,0,5.05,C
13,1,4,5,0,0.0,1,1,5,3,6.19,B
14,1,5,6,0,92.0,1,4,8,2,5.5,C
16,0,8,4,2,82.0,2,9,6,2,7.81,B
14,0,5,7,0,5.0,0,4,2,3,5.85,C
13,1,3,2,0,0.0,1,10,5,1,6.34,B
15,1,5,8,1,0.0,1,5,8,1,5.61,C
17,0,12,6,5,92.0,0,7,4,4,6.64,B
15,1,7,9,1,1.0,0,2,5,3,7.11,B
14,0,16,8,0,2.0,2,8,7,3,1.03,E
18,1,10,8,4,4.0,0,5,7,1,6.71,B
13,1,6,7,1,2.0,0,8,5,3,6.39,B
14,0,7,4,0,0.0,0,7,7,4,5.67,C
16,1,7,8,3,0.0,2,10,4,4,7.31,B
16,0,6,5,1,5.0,0,7,2,4,6.46,B
12,0,6,6,0,81.0,1,8,9,4,6.76,B
13,1,4,8,0,0.0,0,7,6,1,6.45,B
14,1,4,9,0,5.0,0,9,8,0,6.83,B
14,1,4,8,1,0.0,0,6,6,2,8.28,A
17,1,6,6,3,2.0,2,3,4,3,4.36,C
13,1,5,7,0,72.0,1,8,9,2,6.55,B
17,1,9,9,4,0.0,1,8,6,1,7.2,B
14,1,4,6,0,55.0,1,7,7,2,5.24,C
15,1,5,8,0,67.0,2,1,9,3,5.04,C
14,0,6,6,1,96.0,1,8,8,3,8.19,A
15,1,4,3,1,79.0,0,6,10,0,7.35,B
15,1,7,7,1,0.0,0,8,10,3,6.64,B
18,1,9,7,4,0.0,0,8,7,4,6.94,B
17,1,17,7,4,4.0,2,10,6,1,1.15,E
16,1,6,9,1,5.0,0,8,7,0,6.58,B
12,0,4,4,0,95.0,0,7,9,4,6.95,B
16,1,6,2,3,2.0,1,6,7,4,6.44,B
18,1,8,7,4,4.0,0,1,5,3,5.85,C
17,0,6,6,2,86.0,0,7,10,2,6.52,B
15,1,11,8,0,0.0,2,8,5,3,1.74,E
17,1,10,8,4,1.0,0,7,5,1,6.74,B
13,1,3,6,0,94.0,0,6,7,0,7.09,B
14,1,6,10,0,5.0,0,6,7,2,6.71,B
14,1,5,6,0,0.0,0,8,6,3,6.48,B
17,0,8,9,3,0.0,0,6,7,5,7.7,B
17,1,8,6,3,5.0,1,10,5,3,8.0,B
15,1,8,10,2,76.0,2,6,9,3,6.93,B
15,1,6,6,1,0.0,1,5,7,1,6.12,B
15,1,7,5,1,91.0,0,7,5,3,6.56,B
18,1,8,4,4,0.0,0,6,7,2,6.11,B
15,1,5,4,2,75.0,0,5,5,3,7.09,B
12,0,7,1,0,63.0,0,7,2,1,5.62,C
18,1,8,8,4,2.0,0,8,5,2,7.18,B
16,1,7,8,2,1.0,1,7,6,0,6.53,B
14,0,5,6,0,99.0,0,9,5,2,7.43,B
14,0,6,6,0,73.0,1,8,5,4,7.03,B
13,1,3,6,0,84.0,0,6,6,3,4.86,C
14,1,8,6,0,0.0,1,5,8,0,4.03,C
14,1,4,8,0,100.0,1,6,6,2,6.44,B
17,0,2,8,3,1.0,1,6,3,3,3.5,D
16,1,7,7,3,0.0,0,7,3,3,6.79,B
12,1,4,6,0,0.0,0,9,7,2,6.18,B
14,1,4,5,1,52.0,0,5,8,0,6.59,B
13,1,4,5,0,0.0,2,4,5,0,2.54,D
17,1,14,6,3,0.0,2,6,6,1,2.04,D
17,1,9,10,4,0.0,0,7,4,2,6.24,B
15,0,4,7,1,0.0,0,6,8,3,6.65,B
14,1,5,5,1,0.0,1,8,6,1,5.82,C
13,0,3,4,0,97.0,0,6,7,4,7.4,B
14,1,7,6,1,56.0,1,6,7,2,6.82,B
16,1,9,9,4,54.0,0,8,10,3,7.38,B
14,1,7,1,1,0.0,1,6,8,3,5.77,C
16,1,6,6,2,0.0,2,10,4,1,5.89,C
14,1,4,8,0,0.0,0,5,10,0,7.65,B
18,0,9,5,4,0.0,0,6,9,3,6.58,B
14,1,6,5,1,75.0,1,7,3,3,5.23,C
15,1,6,3,2,5.0,0,7,2,2,5.77,C
14,1,4,7,0,56.0,0,8,6,1,7.94,B
15,1,5,8,0,65.0,1,6,8,0,7.29,B
14,1,6,7,1,0.0,1,6,9,0,6.32,B
16,0,10,2,3,0.0,1,8,5,5,5.11,C
15,1,7,7,2,0.0,1,9,4,0,6.89,B
13,1,5,10,0,4.0,0,6,5,1,5.53,C
16,1,11,8,2,98.0,2,7,8,1,2.05,D
14,1,6,6,1,0.0,0,7,4,3,6.69,B
15,1,6,6,1,0.0,0,7,7,1,5.53,C
16,1,8,4,3,1.0,0,8,10,3,6.99,B
14,1,16,3,0,93.0,2,3,8,3,2.06,D
13,1,6,7,1,5.0,0,6,6,0,6.64,B
13,1,4,6,0,5.0,0,3,5,0,5.88,C
14,1,5,5,0,3.0,0,6,7,2,5.61,C
13,1,5,4,0,63.0,1,7,8,1,5.84,C
17,1,10,5,4,0.0,1,9,7,2,6.53,B
19,0,11,4,5,4.0,0,6,9,5,5.02,C
16,1,6,8,2,63.0,1,4,6,1,7.33,B
13,0,7,4,0,92.0,0,5,6,2,5.66,C
14,1,5,8,0,0.0,0,8,6,3,7.38,B
16,1,5,3,1,71.0,0,6,10,0,7.46,B
17,0,9,4,2,100.0,1,7,4,1,7.4,B
13,1,14,7,0,96.0,2,2,4,0,1.74,E
19,1,9,4,5,0.0,2,6,4,3,6.17,B
14,1,7,9,1,0.0,0,10,7,1,7.05,B
15,1,6,7,1,5.0,0,6,9,2,6.7,B
16,0,8,7,2,2.0,0,2,3,4,5.85,C
16,0,7,10,2,67.0,1,9,8,4,6.85,B
13,0,6,5,1,49.0,1,4,6,4,5.36,C
15,1,7,7,2,69.0,1,7,10,0,5.45,C
13,1,7,1,1,4.0,1,8,9,3,5.61,C
14,1,5,6,1,59.0,0,9,5,0,8.05,A
16,1,5,9,2,95.0,2,8,5,1,7.18,B
14,1,5,7,0,74.0,1,3,8,0,6.35,B
13,1,5,6,0,58.0,0,6,5,1,6.79,B
13,0,4,6,1,88.0,1,2,9,1,5.74,C
14,1,6,10,2,4.0,0,8,9,3,8.29,A
15,1,5,9,0,2.0,0,9,7,1,6.46,B
13,1,4,7,0,75.0,1,5,5,0,5.77,C
14,1,4,5,0,0.0,0,6,2,1,5.4,C
14,1,7,8,1,0.0,0,8,4,1,7.28,B
14,0,7,6,2,69.0,2,8,4,3,5.27,C
16,1,6,5,3,4.0,0,3,9,3,6.3,B
12,0,4,5,0,0.0,2,6,7,3,4.63,C
14,1,5,5,2,0.0,1,5,8,0,4.37,C
14,1,4,7,0,0.0,1,1,8,0,6.02,B
14,1,6,3,1,82.0,1,10,7,1,7.04,B
14,0,7,6,2,53.0,0,5,6,2,6.77,B
14,1,9,7,1,0.0,1,9,7,3,3.73,D
13,1,11,7,0,71.0,2,5,4,3,1.68,E
16,1,6,7,3,3.0,0,7,7,2,7.3,B
15,0,6,2,1,71.0,2,5,7,4,2.85,D
14,0,5,5,0,0.0,0,7,10,1,6.23,B
15,1,5,4,2,4.0,0,7,5,2,7.19,B
13,0,6,5,0,0.0,0,5,10,4,5.02,C
15,1,19,5,3,0.0,2,2,6,2,1.3,E
16,1,8,6,3,0.0,2,9,5,1,6.72,B
16,1,6,1,1,0.0,1,4,3,2,4.99,C
14,1,6,5,2,99.0,0,8,7,1,7.1,B
15,1,6,7,2,100.0,1,4,7,1,7.3,B
13,1,5,5,0,59.0,1,7,7,3,6.89,B
13,0,5,5,0,0.0,0,6,9,4,6.2,B
15,1,6,8,3,0.0,1,7,6,4,5.14,C
14,1,14,6,1,54.0,2,1,6,0,1.46,E
17,1,7,10,3,2.0,1,8,5,3,7.3,B
16,1,5,6,1,4.0,0,7,7,2,5.37,C
13,1,5,9,0,0.0,0,5,7,2,6.59,B
15,1,6,4,2,0.0,0,7,8,1,7.39,B
16,1,7,6,2,82.0,0,4,8,3,6.78,B
13,1,4,6,0,3.0,0,7,5,0,5.32,C
13,1,5,9,0,0.0,1,6,2,1,4.02,C
12,0,6,9,0,77.0,0,8,6,2,6.97,B
15,1,4,4,0,0.0,0,6,6,0,4.66,C
15,0,7,7,2,2.0,0,9,8,3,7.34,B
18,1,9,7,4,0.0,1,5,5,4,7.7,B
16,1,6,7,2,51.0,0,10,3,2,5.62,C
15,1,4,7,1,0.0,0,7,5,3,6.0,C
17,1,7,5,3,0.0,0,7,7,2,6.63,B
14,1,4,9,0,65.0,1,7,8,1,3.06,D
15,1,4,5,0,3.0,1,1,8,3,5.3,C
19,1,9,10,5,3.0,0,9,6,1,7.48,B
14,1,5,8,1,88.0,0,10,7,1,8.29,A
15,1,7,6,3,0.0,0,10,8,1,7.07,B
18,1,9,1,4,0.0,0,7,9,3,6.22,B
16,1,7,6,3,3.0,1,6,9,4,7.15,B
16,1,8,5,2,4.0,1,8,8,0,7.18,B
14,1,6,8,1,2.0,1,8,8,2,4.87,C
14,1,7,7,1,1.0,0,7,10,3,6.34,B
14,1,6,5,1,57.0,0,6,7,3,6.71,B
15,1,5,9,1,0.0,0,8,4,0,6.47,B
15,0,7,6,3,0.0,0,5,6,4,6.23,B
18,0,9,6,5,88.0,0,5,4,3,6.11,B
14,1,7,5,2,0.0,0,3,4,3,6.16,B
13,1,16,8,1,90.0,2,7,6,1,1.95,E
13,0,5,10,0,92.0,0,4,7,3,5.91,C
15,1,7,7,3,0.0,0,8,7,2,7.57,B
16,1,6,10,2,0.0,0,8,7,2,7.98,B
14,1,5,8,1,0.0,0,4,8,0,6.42,B
12,1,6,7,0,86.0,0,6,7,1,7.01,B
13,1,4,7,0,3.0,0,6,5,2,5.59,C
14,1,7,7,2,0.0,0,5,10,3,7.83,B
17,1,9,7,4,1.0,1,10,10,4,8.44,A
13,0,7,4,1,57.0,1,6,6,4,6.63,B
13,1,5,5,0,72.0,0,6,7,0,5.52,C
16,1,6,8,2,0.0,0,6,7,2,7.12,B
13,1,17,5,0,3.0,2,6,7,2,1.37,E
13,0,4,8,1,97.0,0,10,7,4,8.57,A
16,1,7,8,1,78.0,0,10,7,2,6.96,B
14,1,5,6,0,3.0,2,2,5,0,4.66,C
14,0,4,9,0,5.0,0,6,8,2,4.92,C
14,0,4,8,0,0.0,0,8,10,4,6.94,B
15,0,18,3,1,64.0,2,5,5,4,1.46,E
15,0,5,3,0,85.0,0,4,1,3,5.56,C
18,0,8,5,4,2.0,1,9,7,2,6.56,B
16,1,6,6,2,0.0,1,5,5,2,5.66,C
13,1,4,7,0,0.0,2,5,7,3,6.5,B
13,1,4,8,0,55.0,0,4,5,2,7.74,B
16,0,9,10,4,0.0,0,7,5,5,6.03,B
15,1,3,5,2,2.0,1,6,4,2,4.16,C
18,0,11,6,4,0.0,0,7,7,5,7.35,B
16,0,9,5,3,5.0,0,7,6,2,6.55,B
17,1,6,6,3,1.0,0,9,6,2,7.69,B
12,1,4,5,0,4.0,1,7,6,2,5.75,C
12,0,3,7,0,78.0,0,7,3,3,6.96,B
17,0,19,3,4,5.0,2,6,8,4,1.49,E
15,1,4,9,0,0.0,1,7,10,3,7.0,B
17,1,7,7,4,3.0,0,10,6,1,6.71,B
13,0,5,7,0,0.0,0,3,5,2,5.37,C
14,0,7,9,1,5.0,0,9,7,1,7.31,B
17,1,9,6,3,4.0,0,6,7,1,6.83,B
15,0,6,8,2,69.0,0,4,9,1,8.06,A
15,0,7,8,2,67.0,2,6,3,4,5.73,C
14,1,5,8,1,0.0,0,6,5,0,6.63,B
17,0,7,5,3,0.0,0,4,7,4,6.27,B
18,1,10,8,5,0.0,0,9,5,3,7.48,B
17,1,8,7,3,3.0,0,7,4,3,7.33,B
14,1,4,7,0,5.0,2,6,7,0,5.32,C
15,0,7,6,1,0.0,1,5,8,1,1.55,E
18,1,6,8,3,0.0,1,5,7,3,7.19,B
13,1,19,10,1,100.0,2,8,7,0,1.36,E
18,1,8,6,4,0.0,1,7,6,1,6.77,B
14,1,7,8,2,0.0,0,7,5,0,6.42,B
15,1,6,7,2,3.0,0,4,6,3,6.64,B
17,1,8,8,4,0.0,1,5,4,3,6.53,B
15,1,4,6,1,0.0,0,7,5,2,5.36,C
13,1,5,8,1,0.0,2,9,7,0,1.27,E
13,1,4,7,0,3.0,1,7,7,3,6.94,B
15,1,8,9,3,2.0,0,6,4,3,7.1,B
12,0,5,5,0,68.0,2,9,4,1,5.82,C
12,0,6,8,0,2.0,0,6,6,2,5.99,C
16,0,9,7,3,1.0,0,6,9,2,6.4,B
13,1,3,6,0,5.0,0,8,7,1,6.56,B
13,1,5,6,0,0.0,1,3,8,0,5.3,C
15,0,7,8,1,0.0,2,4,7,4,4.93,C
13,1,4,7,0,1.0,0,4,10,1,6.49,B
13,1,3,3,0,79.0,2,4,5,0,1.6,E
18,1,10,4,5,1.0,0,8,9,4,5.71,C
14,1,7,9,1,3.0,0,2,7,3,6.61,B
15,1,7,9,2,0.0,1,9,4,0,5.79,C
14,0,4,6,0,50.0,2,7,8,2,4.49,C
16,0,9,7,4,5.0,1,4,7,2,6.6,B
15,0,5,4,0,3.0,2,4,4,2,4.15,C
17,0,8,5,2,3.0,1,2,7,2,5.49,C
17,0,10,3,4,0.0,1,7,8,4,6.33,B
15,1,6,4,1,0.0,1,6,3,0,5.09,C
13,1,5,6,1,0.0,1,4,9,2,4.52,C
14,1,4,6,1,0.0,0,9,8,2,7.3,B
13,1,5,9,0,0.0,0,8,4,0,6.89,B
13,0,18,9,0,0.0,2,5,5,4,1.25,E
12,1,9,6,0,0.0,1,4,8,1,4.16,C
16,0,7,5,3,0.0,1,9,7,3,6.63,B
15,1,7,7,2,1.0,0,7,5,3,6.44,B
16,1,8,8,4,0.0,2,6,5,4,7.04,B
16,0,7,6,2,65.0,2,8,3,3,6.65,B
14,1,20,8,1,83.0,2,6,6,1,1.19,E
14,0,7,10,2,4.0,0,5,7,4,5.3,C
16,1,8,8,3,0.0,1,8,6,1,7.85,B
13,1,5,6,0,0.0,0,7,6,3,6.38,B
17,1,1,8,4,0.0,1,7,8,3,3.68,D
15,1,7,3,2,0.0,1,7,7,2,3.76,D
13,1,9,3,0,0.0,1,5,5,2,4.03,C
14,1,3,2,0,88.0,1,7,7,3,6.47,B
12,0,6,10,0,0.0,0,10,8,4,7.27,B
15,0,7,1,2,75.0,1,8,6,1,6.29,B
16,0,6,8,2,78.0,1,3,6,4,6.56,B
13,1,6,6,1,4.0,0,6,6,1,7.47,B
17,1,8,7,4,0.0,1,5,1,2,6.14,B
15,1,8,6,3,0.0,1,8,7,2,7.08,B
14,1,5,8,1,68.0,1,2,6,1,5.6,C
17,1,7,9,4,0.0,0,9,5,3,8.95,A
15,0,7,2,3,2.0,1,5,7,3,4.49,C
15,1,13,7,1,5.0,2,8,5,3,1.95,E
14,0,4,7,1,0.0,0,7,9,3,6.82,B
16,1,8,8,2,95.0,1,2,6,1,5.98,C
16,0,9,5,2,3.0,0,3,8,2,4.86,C
13,1,4,7,0,0.0,0,4,8,2,6.62,B
17,1,9,5,3,0.0,0,1,5,4,5.16,C
15,1,7,6,2,2.0,0,8,2,2,7.1,B
15,0,6,8,2,0.0,1,7,8,4,4.22,C
14,1,7,7,1,75.0,1,6,8,0,5.42,C
18,0,11,7,5,45.0,0,7,8,5,7.51,B
13,1,5,8,0,0.0,1,5,4,1,5.62,C
14,1,7,5,1,95.0,2,9,8,3,7.94,B
15,1,6,5,2,80.0,0,3,8,0,7.2,B
12,1,3,7,0,2.0,0,5,1,1,6.67,B
14,1,3,10,0,65.0,0,8,7,3,7.85,B
15,1,10,9,1,51.0,1,9,4,1,3.07,D
14,1,5,6,1,5.0,2,6,9,3,6.51,B
13,1,5,8,0,86.0,1,6,7,0,6.1,B
13,0,4,6,0,4.0,2,8,6,1,4.89,C
16,1,7,8,2,3.0,1,8,6,3,7.19,B
13,1,4,7,0,0.0,1,1,7,0,4.74,C
14,1,4,4,1,77.0,0,8,8,2,8.01,A
17,1,6,4,2,1.0,2,7,8,2,4.74,C
12,1,5,9,0,83.0,0,7,8,3,7.18,B
15,1,8,8,2,2.0,1,2,5,0,5.5,C
16,1,6,6,2,0.0,0,4,7,2,5.55,C
14,1,6,7,1,0.0,0,6,6,2,6.09,B
12,0,5,5,0,3.0,0,5,9,4,5.6,C
14,0,1,5,0,0.0,1,7,9,4,3.44,D
15,0,6,8,1,92.0,0,8,6,2,6.4,B
15,0,4,4,0,94.0,2,7,5,3,5.29,C
15,0,12,5,1,89.0,2,7,7,1,1.42,E
18,1,9,6,5,1.0,1,6,8,4,7.51,B
17,0,10,5,3,0.0,0,8,4,4,7.25,B
13,1,6,4,0,0.0,0,6,7,2,5.7,C
15,1,5,6,1,1.0,2,7,6,3,4.88,C
15,1,6,8,2,0.0,0,4,5,0,6.47,B
16,1,6,8,2,95.0,0,10,7,0,7.66,B
18,1,5,6,5,0.0,1,3,2,4,3.22,D
13,1,5,5,0,0.0,1,1,6,3,4.9,C
14,1,5,8,1,2.0,0,8,6,3,6.89,B
14,0,7,8,0,65.0,0,3,10,3,6.09,B
14,1,4,10,0,0.0,0,6,8,3,7.8,B
15,1,4,6,0,73.0,0,5,8,0,6.53,B
14,1,5,7,1,5.0,0,4,7,0,6.9,B
14,1,5,9,0,84.0,1,6,8,3,6.54,B
14,0,4,8,1,5.0,0,9,10,3,9.38,A
19,1,8,8,4,0.0,1,6,6,4,6.61,B
17,0,15,7,2,56.0,2,5,6,4,1.43,E
17,1,7,10,3,0.0,1,3,7,4,3.46,D
15,1,5,6,1,0.0,0,8,3,3,7.77,B
13,1,4,7,0,3.0,0,8,7,3,5.87,C
13,1,5,7,0,0.0,0,4,1,1,5.74,C
12,1,4,4,0,0.0,2,4,5,0,3.85,D
13,1,3,3,0,2.0,1,10,5,1,6.02,B
13,0,6,9,0,5.0,0,5,5,4,6.39,B
17,1,10,9,4,45.0,0,9,10,3,7.03,B
15,1,7,4,2,76.0,0,2,5,0,5.15,C
13,1,6,6,0,97.0,0,7,6,3,6.11,B
16,0,6,5,1,70.0,0,7,4,4,6.1,B
14,1,6,8,0,0.0,1,7,8,2,3.78,D
14,1,7,8,2,0.0,1,7,3,2,7.35,B
16,1,0,3,3,5.0,1,3,8,1,4.0,D
15,1,11,8,1,0.0,2,7,9,3,1.57,E
17,1,7,9,3,1.0,0,4,6,4,7.01,B
14,1,6,7,1,79.0,0,6,6,3,7.03,B
12,0,6,7,0,81.0,2,2,8,4,4.49,C
18,1,10,9,4,0.0,0,8,8,4,7.76,B
13,0,3,3,0,0.0,0,6,9,4,1.1,E
13,1,4,6,0,1.0,0,6,5,1,5.65,C
17,1,9,7,4,1.0,1,8,9,1,7.21,B
17,1,8,9,3,1.0,0,5,8,4,7.47,B
16,1,7,8,2,0.0,0,5,10,3,6.88,B
14,1,4,7,0,0.0,2,9,7,0,5.13,C
14,1,6,5,0,92.0,0,7,5,2,8.0,B
14,1,13,8,0,0.0,2,2,1,2,2.08,D
14,1,4,6,0,60.0,0,4,6,2,9.95,A
16,1,6,9,3,0.0,1,7,7,2,6.51,B
16,1,7,5,2,4.0,0,8,4,2,5.13,C
15,0,11,8,3,3.0,2,5,6,5,1.5,E
