Promedio_Anual,Calificacion_Cualitativa,Edad,Genero,Anio_Escolar,Periodo_Lectivo,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral,Animacion_Lectura,Orientacion_Vocacional,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado,Uso_Comedor_Estudiantil,Acceso_Recursos_Tecnologicos,Participacion_Eventos_Culturales,Estrato_Socioeconomico,Categoria_Rendimiento
6.31,C+,13,Femenino,Octavo,2022-2023,6,0,2,C+,D+,C-,0,0,2,0,No,Nunca,Si,2,Media,MuyBajo
6.43,C+,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,0,C-,B-,B+,1,0,2,0,No,Ocasional,No,3,Media,Bueno
6.46,C+,14,Femenino,Noveno,2023-2024,5,0,1,B+,C-,C-,0,0,0,0,Si,Ocasional,Si,2,Media,Bajo
6.05,C+,17,Masculino,Segundo de Bachillerato,2022-2023,10,0,0,D-,B-,B+,5,0,0,0,No,Ocasional,Si,2,Media,MuyBajo
5.7,C+,16,Masculino,Decimo,2022-2023,9,0,0,B-,C+,C+,3,0,1,0,Si,Nunca,No,0,Media,Bajo
5.66,C+,14,Masculino,Noveno,2022-2023,8,89,2,C+,B+,D+,4,1,2,84,No,Ocasional,No,0,Media,MuyBajo
6.72,B-,16,Masculino,Primero de Bachillerato,2022-2023,10,0,0,B-,C+,C-,3,0,2,0,No,Diario,Si,2,Media,MuyBajo
6.4,C+,14,Femenino,Octavo,2022-2023,5,78,0,C-,C+,C-,1,3,0,59,No,Diario,Si,1,Media,Bajo
7.34,B-,17,Femenino,Primero de Bachillerato,2022-2023,8,0,1,B+,B-,B-,1,0,2,0,No,Nunca,Si,1,Baja,Bajo
7.42,B-,18,Femenino,Tercero de Bachillerato,2022-2023,11,0,0,B+,C-,B+,2,0,4,0,No,Nunca,Si,3,Media,Bueno
7.45,B-,15,Femenino,Decimo,2023-2024,6,0,0,A-,B+,C+,3,0,4,0,No,Diario,Si,0,Baja,Bueno
6.61,B-,16,Masculino,Primero de Bachillerato,2022-2023,10,71,0,C+,C+,C+,5,3,3,85,Si,Nunca,Si,1,Media,Bajo
5.36,C-,13,Masculino,Octavo,2022-2023,7,85,1,C-,B-,C-,1,2,1,65,Si,Ocasional,Si,1,Alta,Bajo
5.32,C-,13,Masculino,Octavo,2022-2023,6,0,0,B-,B-,B-,2,0,0,0,Si,Ocasional,Si,1,Media,Bueno
6.12,C+,15,Femenino,Decimo,2022-2023,7,0,0,C+,B+,C-,3,0,4,0,Si,Nunca,Si,2,Alta,Bajo
4.64,C-,13,Masculino,Octavo,2022-2023,7,0,1,D+,B-,D+,1,0,2,0,No,Diario,Si,2,Baja,Sobresaliente
4.33,D+,14,Masculino,Octavo,2022-2023,7,0,0,E-,A+,B-,4,0,1,0,Si,Nunca,Si,2,Alta,Variable
6.45,C+,13,Masculino,Octavo,2023-2024,5,58,1,A+,A-,D-,4,1,3,68,Si,Ocasional,Si,2,Media,Bueno
6.33,C+,16,Femenino,Primero de Bachillerato,2022-2023,9,0,0,C-,B-,C+,4,0,3,0,Si,Ocasional,Si,0,Media,Bueno
7.03,B-,13,Femenino,Octavo,2022-2023,6,0,0,A+,E+,C+,0,0,4,0,No,Diario,Si,1,Media,Bueno
6.22,C+,15,Femenino,Decimo,2022-2023,8,0,0,D+,B+,A+,2,0,2,0,No,Ocasional,No,1,Media,Bajo
8.26,B+,19,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,C+,C-,C+,1,0,0,0,Si,Ocasional,Si,1,Media,Bajo
5.19,C-,13,Masculino,Octavo,2022-2023,7,97,0,C+,C-,C+,2,3,0,70,Si,Diario,Si,2,Baja,Bueno
6.73,B-,14,Femenino,Octavo,2023-2024,4,53,1,C-,B-,B+,2,2,4,62,No,Ocasional,No,1,Baja,MuyBajo
5.22,C-,13,Femenino,Octavo,2022-2023,6,97,2,C+,C+,C-,1,3,0,73,Si,Ocasional,Si,2,Media,Bueno
6.7,B-,13,Femenino,Octavo,2023-2024,4,79,1,C-,B+,B-,1,1,0,95,Si,Nunca,Si,1,Media,Bajo
5.94,C+,15,Femenino,Noveno,2022-2023,6,0,2,C+,A+,B+,3,0,4,0,Si,Diario,No,0,Media,Bueno
4.79,C-,14,Femenino,Octavo,2023-2024,4,0,2,C-,C-,B+,0,0,1,0,Si,Diario,Si,1,Media,Bajo
2.63,D-,14,Masculino,Octavo,2022-2023,5,0,0,D+,B-,C+,3,0,1,0,No,Diario,Si,0,Media,Bajo
6.45,C+,19,Masculino,Tercero de Bachillerato,2023-2024,10,0,0,B+,B+,C-,3,0,1,0,Si,Nunca,Si,2,Media,Bajo
7.03,B-,14,Femenino,Noveno,2023-2024,6,52,0,C-,C+,C+,1,1,4,88,Si,Nunca,Si,0,Baja,Bajo
7.07,B-,14,Femenino,Octavo,2023-2024,5,77,0,B+,C-,B-,2,1,2,91,Si,Nunca,Si,2,Alta,Bajo
5.68,C+,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,2,B-,D+,D-,4,0,3,0,No,Ocasional,No,2,Media,Bajo
6.68,B-,15,Femenino,Decimo,2023-2024,6,0,0,C-,B-,B-,3,0,4,0,Si,Ocasional,Si,1,Media,Bajo
5.35,C-,13,Femenino,Octavo,2023-2024,5,0,1,C-,C+,C-,0,0,3,0,Si,Diario,No,2,Media,Bajo
5.69,C+,15,Masculino,Decimo,2022-2023,9,94,2,D-,A+,C-,2,1,0,90,Si,Ocasional,No,0,Media,Variable
5.39,C-,14,Masculino,Noveno,2023-2024,6,0,0,C-,D+,E+,1,0,4,0,No,Ocasional,Si,0,Baja,Bajo
6.88,B-,13,Femenino,Octavo,2022-2023,5,97,1,C+,E+,B+,2,3,3,95,Si,Ocasional,No,2,Media,Bueno
7.01,B-,14,Femenino,Noveno,2022-2023,7,0,2,B+,B-,C-,2,0,2,0,No,Diario,Si,2,Media,Bajo
6.66,B-,14,Masculino,Noveno,2022-2023,6,0,0,B-,A+,B+,4,0,0,0,No,Nunca,Si,0,Media,Bajo
6.93,B-,14,Femenino,Octavo,2023-2024,5,62,1,B-,B+,B-,1,3,3,52,No,Ocasional,No,1,Media,Sobresaliente
7.82,B+,16,Masculino,Primero de Bachillerato,2023-2024,7,0,1,B+,D-,C+,3,0,3,0,No,Diario,Si,0,Media,Bueno
5.89,C+,15,Masculino,Decimo,2023-2024,6,98,0,B+,B-,C+,1,1,2,77,No,Diario,Si,2,Baja,Bajo
6.69,B-,16,Femenino,Primero de Bachillerato,2023-2024,7,0,1,B-,D+,B-,4,0,0,0,Si,Nunca,Si,2,Alta,MuyBajo
5.53,C+,16,Masculino,Decimo,2023-2024,8,0,1,C+,B-,C+,2,0,2,0,No,Diario,Si,0,Media,Bajo
6.26,C+,15,Masculino,Decimo,2022-2023,9,50,1,B-,D+,D+,2,2,2,66,Si,Ocasional,Si,0,Media,Bueno
5.01,C-,14,Femenino,Noveno,2023-2024,5,0,2,B-,C-,B-,0,0,3,0,Si,Diario,Si,1,Media,Bajo
5.62,C+,15,Masculino,Decimo,2023-2024,7,0,2,C+,B-,D-,1,0,1,0,No,Nunca,Si,0,Media,Bajo
6.74,B-,16,Femenino,Decimo,2023-2024,6,0,0,A+,B+,E+,2,0,3,0,No,Nunca,No,2,Media,Bueno
7.62,B+,18,Masculino,Tercero de Bachillerato,2023-2024,10,54,0,B-,B-,C+,3,3,4,83,No,Ocasional,No,2,Media,Bajo
6.89,B-,13,Femenino,Octavo,2023-2024,4,0,0,B-,C+,B+,2,0,0,0,No,Ocasional,No,0,Media,Bajo
6.12,C+,14,Femenino,Octavo,2022-2023,5,76,1,C-,C+,C+,0,3,2,96,No,Diario,Si,0,Baja,Sobresaliente
6.69,B-,15,Femenino,Decimo,2022-2023,7,0,0,C+,C-,B-,1,0,1,0,Si,Nunca,Si,0,Media,Bajo
4.86,C-,13,Masculino,Octavo,2022-2023,6,0,1,C+,B+,B+,1,0,0,0,No,Diario,No,2,Media,Bueno
6.47,C+,15,Femenino,Decimo,2023-2024,6,0,0,B-,C+,E+,1,0,0,0,No,Ocasional,No,2,Baja,Bueno
5.94,C+,15,Femenino,Noveno,2023-2024,5,0,0,A+,B+,C+,0,0,3,0,Si,Ocasional,Si,2,Media,Bajo
4.9,C-,17,Femenino,Primero de Bachillerato,2022-2023,9,0,1,C+,B-,C-,3,0,4,0,Si,Ocasional,Si,2,Media,Sobresaliente
5.82,C+,13,Masculino,Octavo,2023-2024,5,97,0,B+,B-,C-,2,3,2,81,Si,Nunca,No,2,Media,Bueno
5.08,C-,15,Femenino,Decimo,2023-2024,7,0,2,B+,C-,C-,3,0,3,0,No,Nunca,No,0,Baja,Bueno
8.74,A-,17,Femenino,Primero de Bachillerato,2022-2023,9,64,0,D+,B+,B+,2,2,1,90,No,Nunca,No,2,Media,Bueno
4.35,D+,14,Femenino,Noveno,2023-2024,6,0,0,D+,C-,B-,1,0,0,0,No,Diario,No,1,Media,Bajo
6.04,C+,16,Femenino,Primero de Bachillerato,2023-2024,8,59,1,C+,B-,C+,1,2,4,76,Si,Nunca,Si,2,Media,Bueno
5.27,C-,13,Masculino,Octavo,2022-2023,6,58,0,B+,C+,A-,3,1,3,75,Si,Diario,Si,1,Media,Bajo
6.15,C+,13,Femenino,Octavo,2022-2023,6,0,0,B-,B+,B-,3,0,3,0,No,Diario,Si,1,Baja,Sobresaliente
6.3,C+,13,Femenino,Octavo,2023-2024,5,70,1,C+,B-,B-,3,1,1,96,No,Ocasional,Si,2,Media,Bajo
6.16,C+,13,Femenino,Octavo,2023-2024,4,0,0,B-,C+,C+,1,0,1,0,Si,Diario,No,2,Baja,Bajo
7.48,B-,16,Femenino,Decimo,2022-2023,8,79,0,A-,C-,B+,3,2,1,91,Si,Ocasional,Si,1,Media,Bajo
5.71,C+,13,Femenino,Octavo,2023-2024,4,80,0,A-,B+,B-,0,3,2,91,Si,Ocasional,Si,1,Media,Bajo
6.69,B-,14,Femenino,Octavo,2022-2023,6,0,0,D+,B-,A-,0,0,1,0,No,Nunca,No,0,Media,Bajo
5.54,C+,15,Masculino,Decimo,2022-2023,9,0,1,C+,C+,B+,2,0,3,0,Si,Ocasional,No,2,Media,Bajo
5.57,C+,14,Femenino,Octavo,2022-2023,6,61,2,B-,C+,C+,3,1,3,94,No,Diario,Si,0,Baja,Bajo
5.8,C+,16,Masculino,Decimo,2023-2024,8,0,1,D-,C+,C+,2,0,4,0,Si,Diario,No,1,Media,Variable
4.87,C-,13,Masculino,Octavo,2022-2023,7,75,2,C-,A-,B+,2,1,3,76,No,Nunca,Si,1,Media,Bueno
5.48,C-,14,Femenino,Noveno,2023-2024,5,0,2,C+,B-,B+,3,0,4,0,Si,Ocasional,Si,1,Media,Variable
9.28,A-,16,Masculino,Decimo,2022-2023,9,97,0,B-,C+,A-,1,3,0,56,No,Ocasional,No,0,Media,Bajo
7.46,B-,14,Femenino,Noveno,2023-2024,5,53,1,B+,B-,B+,2,1,1,70,Si,Ocasional,Si,1,Alta,Bajo
7.52,B+,19,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,C+,B+,B-,2,0,0,0,No,Nunca,No,2,Media,Bajo
6.5,C+,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,C-,C+,C+,4,0,2,0,Si,Diario,No,2,Media,Bajo
8.73,A-,17,Femenino,Primero de Bachillerato,2022-2023,8,0,0,C+,B-,B-,3,0,0,0,No,Diario,No,1,Baja,Bueno
6.8,B-,15,Femenino,Noveno,2023-2024,5,59,1,B-,C+,B-,1,2,4,57,Si,Diario,Si,2,Media,Bajo
6.38,C+,13,Femenino,Octavo,2023-2024,4,0,1,B+,B-,B+,3,0,2,0,Si,Ocasional,Si,2,Media,Bajo
7.0,B-,14,Femenino,Octavo,2022-2023,5,57,0,B-,B-,E-,1,2,1,56,Si,Nunca,Si,0,Media,Bajo
6.79,B-,15,Femenino,Decimo,2023-2024,7,0,0,B+,B-,C-,3,0,1,0,Si,Nunca,Si,1,Alta,Bueno
5.32,C-,16,Masculino,Primero de Bachillerato,2023-2024,9,0,1,B-,A+,B-,4,0,4,0,Si,Nunca,Si,1,Media,Bueno
5.27,C-,14,Masculino,Octavo,2023-2024,4,0,0,B-,D+,B+,4,0,3,0,No,Diario,No,0,Media,Bueno
7.05,B-,14,Femenino,Octavo,2022-2023,6,71,0,D-,B+,B+,0,2,1,54,No,Ocasional,No,0,Media,Bueno
7.44,B-,15,Femenino,Noveno,2022-2023,7,93,0,B+,A+,B-,3,1,1,57,Si,Nunca,Si,2,Media,MuyBajo
7.1,B-,16,Masculino,Decimo,2023-2024,7,68,0,C+,B+,C+,1,2,0,88,Si,Ocasional,Si,1,Media,Bueno
6.46,C+,14,Femenino,Octavo,2022-2023,6,60,0,E+,C+,C-,2,2,2,62,No,Ocasional,Si,2,Media,Bueno
4.51,C-,16,Masculino,Decimo,2023-2024,6,0,1,E-,C+,C+,4,0,1,0,No,Diario,Si,1,Alta,Bajo
6.32,C+,13,Femenino,Octavo,2022-2023,5,0,0,B-,C+,C+,2,0,3,0,No,Diario,Si,1,Media,Bueno
6.12,C+,14,Femenino,Noveno,2023-2024,6,52,1,A+,B+,B-,2,3,3,98,Si,Nunca,Si,2,Media,MuyBajo
5.96,C+,15,Masculino,Noveno,2023-2024,5,0,0,B-,E-,A+,3,0,0,0,Si,Diario,No,2,Baja,Sobresaliente
6.63,B-,17,Femenino,Segundo de Bachillerato,2023-2024,8,0,1,C+,C+,B-,1,0,3,0,Si,Diario,No,2,Media,Bueno
5.49,C-,13,Femenino,Octavo,2023-2024,5,0,0,B-,E+,B-,3,0,0,0,No,Diario,No,1,Baja,Bueno
5.78,C+,17,Femenino,Primero de Bachillerato,2022-2023,9,0,0,E+,C+,C-,4,0,2,0,No,Ocasional,Si,1,Media,Bueno
5.52,C+,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,1,C+,B+,D+,4,0,2,0,No,Nunca,Si,3,Media,Sobresaliente
6.91,B-,18,Femenino,Tercero de Bachillerato,2023-2024,10,96,0,B-,C+,B+,3,3,2,62,Si,Nunca,Si,2,Media,Bajo
7.95,B+,13,Femenino,Octavo,2022-2023,5,0,0,B-,B-,C+,3,0,0,0,Si,Ocasional,No,2,Media,Bajo
4.97,C-,17,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B+,D-,B+,1,0,1,0,Si,Diario,Si,0,Media,Bajo
5.95,C+,14,Femenino,Noveno,2022-2023,6,54,1,B-,B-,C+,1,2,4,54,Si,Ocasional,Si,0,Media,Bajo
6.74,B-,14,Femenino,Noveno,2023-2024,5,54,0,C+,C+,B-,0,3,2,50,Si,Nunca,Si,2,Media,Bueno
5.06,C-,14,Femenino,Octavo,2023-2024,4,0,1,C+,C+,B-,1,0,3,0,No,Diario,No,2,Baja,Bueno
5.6,C+,14,Femenino,Octavo,2022-2023,6,0,0,B+,C-,C+,0,0,0,0,No,Diario,Si,2,Baja,Bajo
8.62,A-,18,Femenino,Tercero de Bachillerato,2022-2023,10,0,1,B+,B+,C+,2,0,0,0,Si,Diario,Si,3,Baja,Bajo
6.12,C+,13,Masculino,Octavo,2022-2023,5,95,0,A-,B-,C-,1,1,1,77,No,Diario,No,2,Baja,Bajo
5.76,C+,13,Femenino,Octavo,2023-2024,4,95,0,B+,E+,D-,0,2,4,70,Si,Diario,Si,2,Media,Bajo
5.5,C+,13,Femenino,Octavo,2022-2023,6,0,1,C+,C+,C+,1,0,3,0,Si,Ocasional,Si,2,Media,Bajo
5.94,C+,17,Femenino,Primero de Bachillerato,2022-2023,8,0,1,C-,C-,D-,4,0,4,0,No,Diario,Si,1,Media,Bajo
5.87,C+,17,Masculino,Segundo de Bachillerato,2022-2023,10,0,1,C-,C-,C+,3,0,0,0,No,Nunca,Si,3,Media,Bueno
7.74,B+,15,Femenino,Decimo,2022-2023,7,62,0,C+,B+,B-,2,1,1,84,No,Nunca,No,2,Media,Bajo
5.83,C+,14,Femenino,Octavo,2022-2023,5,0,1,C+,B-,C-,0,0,1,0,No,Ocasional,Si,0,Media,Variable
7.76,B+,16,Femenino,Primero de Bachillerato,2023-2024,7,0,0,C+,C+,D-,2,0,4,0,Si,Ocasional,Si,1,Alta,MuyBajo
4.8,C-,13,Masculino,Octavo,2022-2023,7,76,1,D+,E+,B-,3,1,2,77,No,Diario,No,1,Media,Bueno
7.5,B+,19,Femenino,Tercero de Bachillerato,2023-2024,9,0,0,A-,C-,B-,1,0,2,0,No,Diario,No,3,Media,Bajo
5.41,C-,15,Femenino,Decimo,2022-2023,7,0,1,C-,D+,C-,0,0,0,0,No,Ocasional,Si,0,Media,Bajo
5.37,C-,18,Femenino,Tercero de Bachillerato,2022-2023,11,0,1,D-,B+,B-,1,0,3,0,Si,Diario,Si,3,Media,Bajo
5.75,C+,16,Femenino,Primero de Bachillerato,2022-2023,9,50,0,C+,B-,E-,1,2,4,87,Si,Diario,Si,1,Media,Bajo
7.22,B-,18,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,C+,A-,A+,3,0,2,0,Si,Ocasional,No,3,Media,Bueno
5.31,C-,15,Femenino,Decimo,2022-2023,8,0,2,D+,B-,B-,3,0,3,0,Si,Diario,No,1,Media,Bueno
6.52,B-,15,Femenino,Decimo,2022-2023,8,0,0,B+,C+,B+,2,0,1,0,Si,Nunca,Si,2,Alta,MuyBajo
6.14,C+,14,Femenino,Noveno,2023-2024,5,0,1,B-,B+,A-,0,0,2,0,No,Diario,Si,2,Baja,MuyBajo
7.41,B-,16,Masculino,Primero de Bachillerato,2023-2024,8,0,0,C+,B+,B-,5,0,3,0,No,Nunca,Si,1,Baja,Bajo
5.74,C+,13,Femenino,Octavo,2023-2024,5,0,1,C+,B-,B-,3,0,1,0,Si,Ocasional,Si,0,Media,Bajo
6.17,C+,15,Femenino,Noveno,2023-2024,6,0,0,C-,B+,A+,3,0,1,0,Si,Nunca,Si,0,Media,Bueno
6.71,B-,14,Masculino,Noveno,2023-2024,6,90,0,B-,B+,C-,2,2,3,73,No,Diario,Si,0,Media,Bueno
6.74,B-,15,Femenino,Noveno,2023-2024,5,0,1,A+,C+,C+,1,0,1,0,Si,Ocasional,Si,2,Media,Bajo
5.56,C+,15,Femenino,Decimo,2022-2023,7,0,1,A-,B+,C-,0,0,3,0,Si,Ocasional,Si,1,Media,Bueno
5.35,C-,14,Femenino,Noveno,2023-2024,6,71,1,C-,A-,C-,1,1,1,81,Si,Nunca,Si,1,Media,Bajo
5.34,C-,14,Femenino,Noveno,2022-2023,7,0,1,C+,B-,A-,1,0,3,0,Si,Ocasional,No,0,Media,Bueno
5.47,C-,16,Femenino,Decimo,2023-2024,7,0,1,B-,B+,B-,3,0,1,0,No,Diario,Si,1,Baja,Bueno
6.49,C+,15,Femenino,Decimo,2022-2023,7,72,1,B+,B-,A+,0,1,3,70,Si,Ocasional,No,2,Media,Bueno
5.62,C+,19,Femenino,Tercero de Bachillerato,2023-2024,10,0,0,E-,A+,B-,2,0,4,0,No,Ocasional,Si,1,Media,Variable
5.98,C+,13,Femenino,Octavo,2022-2023,5,76,1,B-,C+,E-,3,1,1,69,Si,Diario,Si,2,Media,Bueno
4.93,C-,13,Masculino,Octavo,2023-2024,6,69,0,C-,B+,B-,4,3,1,57,Si,Ocasional,No,2,Media,Bueno
7.25,B-,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,B+,C+,B-,3,0,2,0,Si,Ocasional,Si,3,Media,MuyBajo
6.35,C+,16,Femenino,Decimo,2022-2023,7,0,1,B-,C+,B-,2,0,3,0,Si,Ocasional,Si,2,Baja,Bueno
8.21,B+,15,Femenino,Decimo,2022-2023,7,0,1,B-,B+,B-,3,0,3,0,Si,Ocasional,Si,1,Alta,Bueno
4.75,C-,14,Femenino,Noveno,2022-2023,6,0,0,D+,D+,E+,2,0,1,0,Si,Ocasional,Si,2,Media,Bajo
5.46,C-,13,Femenino,Octavo,2022-2023,6,0,1,B-,B+,C+,2,0,2,0,Si,Diario,Si,2,Baja,Bueno
6.7,B-,17,Masculino,Primero de Bachillerato,2022-2023,9,0,1,A-,C-,A-,3,0,2,0,Si,Diario,No,0,Media,Bajo
5.39,C-,15,Femenino,Noveno,2022-2023,6,95,1,B+,C-,B+,1,1,3,81,No,Diario,Si,2,Baja,Variable
5.19,C-,13,Masculino,Octavo,2022-2023,6,0,0,C+,C+,B-,1,0,1,0,Si,Diario,No,1,Media,MuyBajo
4.85,C-,14,Femenino,Octavo,2023-2024,5,0,0,C+,B-,B-,0,0,3,0,No,Diario,Si,2,Alta,Bueno
7.5,B+,18,Masculino,Tercero de Bachillerato,2022-2023,12,96,0,C+,B-,D+,4,1,1,78,Si,Diario,Si,2,Media,Bajo
6.9,B-,13,Masculino,Octavo,2022-2023,7,59,0,C+,B+,D+,3,1,1,80,No,Diario,No,0,Baja,Bajo
6.73,B-,15,Femenino,Noveno,2022-2023,6,70,0,C+,B+,B-,2,3,1,80,Si,Ocasional,No,2,Baja,Sobresaliente
6.54,B-,14,Femenino,Noveno,2023-2024,6,0,1,C+,C-,D+,3,0,4,0,Si,Ocasional,No,1,Baja,Bueno
4.86,C-,14,Femenino,Octavo,2023-2024,4,91,1,D+,C-,D+,1,3,2,88,Si,Nunca,No,0,Media,Bajo
5.72,C+,14,Masculino,Octavo,2023-2024,4,97,0,A-,C+,B-,2,3,1,82,No,Ocasional,Si,1,Media,Bueno
6.47,C+,17,Masculino,Segundo de Bachillerato,2022-2023,10,0,0,B-,B-,A+,2,0,2,0,No,Ocasional,Si,2,Media,MuyBajo
6.95,B-,15,Femenino,Decimo,2023-2024,6,0,0,C+,C-,A-,2,0,0,0,No,Ocasional,Si,0,Media,Bueno
6.72,B-,18,Femenino,Segundo de Bachillerato,2022-2023,10,0,0,A+,D+,B+,1,0,3,0,Si,Ocasional,No,2,Media,Bajo
6.07,C+,13,Masculino,Octavo,2023-2024,5,90,1,C+,A-,B+,4,3,3,60,No,Ocasional,Si,2,Media,MuyBajo
4.99,C-,15,Masculino,Decimo,2023-2024,6,0,0,C+,C+,C+,3,0,2,0,Si,Nunca,Si,1,Alta,Bajo
7.12,B-,15,Femenino,Decimo,2022-2023,8,0,1,C+,C-,B+,2,0,4,0,Si,Nunca,Si,0,Media,Bueno
7.34,B-,17,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,B+,B+,B+,1,0,0,0,Si,Ocasional,Si,1,Media,Bajo
7.06,B-,16,Femenino,Primero de Bachillerato,2022-2023,9,0,0,C-,A-,B+,3,0,2,0,Si,Ocasional,No,0,Baja,Bueno
5.99,C+,18,Femenino,Segundo de Bachillerato,2023-2024,9,0,0,D+,D-,B+,1,0,3,0,No,Diario,No,3,Media,Bueno
7.31,B-,17,Femenino,Primero de Bachillerato,2022-2023,9,75,0,C+,C+,A-,2,2,2,89,Si,Diario,Si,0,Media,Variable
6.33,C+,14,Femenino,Noveno,2022-2023,6,0,0,B+,D-,B-,0,0,1,0,No,Nunca,Si,2,Media,Bajo
3.28,D-,13,Femenino,Octavo,2022-2023,5,0,2,E-,C-,D+,0,0,1,0,No,Diario,Si,0,Baja,Bajo
6.4,C+,13,Femenino,Octavo,2022-2023,5,0,0,B+,B-,B+,1,0,2,0,No,Ocasional,Si,0,Media,Sobresaliente
7.46,B-,15,Femenino,Decimo,2022-2023,8,55,0,A+,C-,B+,3,2,3,98,No,Ocasional,No,0,Media,Bueno
5.7,C+,16,Femenino,Primero de Bachillerato,2022-2023,8,0,2,C-,D+,D-,4,0,3,0,No,Diario,No,2,Baja,Bueno
7.38,B-,15,Femenino,Noveno,2022-2023,6,0,0,B+,B+,B-,0,0,3,0,No,Diario,No,0,Media,Bueno
6.82,B-,13,Femenino,Octavo,2023-2024,4,0,0,A+,A-,B-,2,0,1,0,Si,Nunca,Si,0,Alta,Bueno
5.29,C-,13,Femenino,Octavo,2023-2024,4,53,0,B-,E-,E-,1,2,1,52,Si,Nunca,Si,0,Media,Bajo
7.55,B+,18,Masculino,Tercero de Bachillerato,2022-2023,10,0,0,D-,A+,C-,3,0,2,0,Si,Diario,Si,3,Media,Bajo
7.0,B-,13,Femenino,Octavo,2022-2023,6,0,0,B-,C-,A+,3,0,4,0,No,Diario,Si,0,Baja,Bueno
6.83,B-,17,Masculino,Segundo de Bachillerato,2023-2024,9,0,1,B+,C+,B+,2,0,3,0,Si,Diario,Si,3,Media,Bueno
6.62,B-,17,Femenino,Primero de Bachillerato,2023-2024,7,0,1,C-,D-,B-,1,0,4,0,Si,Ocasional,Si,0,Alta,Variable
5.3,C-,14,Femenino,Noveno,2023-2024,5,0,2,A-,C+,B-,1,0,3,0,No,Nunca,Si,2,Media,Bueno
5.85,C+,13,Femenino,Octavo,2022-2023,6,0,0,B-,B+,B-,0,0,2,0,Si,Ocasional,No,2,Media,Sobresaliente
8.22,B+,18,Femenino,Segundo de Bachillerato,2022-2023,9,0,1,B-,B+,C+,4,0,1,0,No,Ocasional,No,1,Media,Bueno
7.57,B+,17,Femenino,Primero de Bachillerato,2023-2024,7,0,1,D+,B+,B-,3,0,4,0,No,Diario,No,1,Baja,Bueno
5.27,C-,13,Femenino,Octavo,2023-2024,5,0,2,B+,C+,C+,1,0,4,0,No,Diario,No,0,Media,Bajo
7.2,B-,16,Femenino,Primero de Bachillerato,2023-2024,8,0,1,A-,A+,C-,2,0,2,0,No,Diario,No,1,Baja,Bueno
6.64,B-,14,Femenino,Noveno,2023-2024,5,0,0,B-,B-,C-,2,0,0,0,Si,Nunca,Si,1,Media,Bueno
5.93,C+,15,Femenino,Decimo,2022-2023,8,0,0,B-,C+,C+,1,0,0,0,Si,Diario,Si,0,Media,Bajo
8.07,B+,16,Femenino,Primero de Bachillerato,2023-2024,8,56,1,A-,C+,D+,2,1,2,98,No,Ocasional,No,2,Media,Bajo
7.75,B+,18,Femenino,Segundo de Bachillerato,2022-2023,9,0,0,B-,B+,B-,3,0,3,0,Si,Nunca,Si,2,Alta,Bajo
6.73,B-,14,Femenino,Noveno,2023-2024,5,0,0,B+,C+,D+,2,0,4,0,No,Diario,No,0,Baja,MuyBajo
6.09,C+,15,Femenino,Decimo,2022-2023,8,50,0,C-,C+,B+,1,1,3,71,Si,Nunca,No,0,Media,Bajo
7.71,B+,17,Femenino,Primero de Bachillerato,2022-2023,9,0,0,C+,C+,C+,3,0,3,0,No,Ocasional,Si,1,Media,Bajo
5.43,C-,16,Masculino,Decimo,2023-2024,6,0,1,B-,B+,D+,4,0,4,0,Si,Ocasional,Si,1,Media,Bajo
5.62,C+,17,Femenino,Primero de Bachillerato,2022-2023,9,0,0,B-,B+,B+,2,0,4,0,No,Diario,Si,0,Baja,Variable
6.12,C+,17,Masculino,Segundo de Bachillerato,2022-2023,9,0,1,D-,A-,A-,2,0,0,0,Si,Ocasional,No,3,Media,Bajo
5.68,C+,15,Femenino,Decimo,2023-2024,7,0,0,B-,C-,D+,0,0,3,0,No,Diario,Si,1,Media,MuyBajo
4.39,D+,13,Masculino,Octavo,2022-2023,7,0,1,B-,C-,C-,2,0,0,0,No,Diario,No,0,Media,Sobresaliente
5.42,C-,14,Femenino,Noveno,2023-2024,5,0,1,A+,B-,B-,1,0,2,0,Si,Diario,No,1,Media,Bajo
4.89,C-,13,Femenino,Octavo,2022-2023,6,76,2,D-,E-,E-,0,2,0,99,No,Diario,No,0,Media,Bajo
6.07,C+,14,Femenino,Noveno,2022-2023,6,0,1,B+,B+,B+,2,0,1,0,No,Ocasional,Si,1,Media,Sobresaliente
5.91,C+,13,Femenino,Octavo,2022-2023,5,0,1,C-,D+,C+,3,0,0,0,Si,Ocasional,Si,0,Media,Bajo
